,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
28603,17878,1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,7215
20326,3860,0.72,Ideal,G,VS1,61.5,57.0,5.74,5.79,3.54,3478
15772,36093,0.5,Good,F,SI2,57.7,62.0,5.22,5.18,3.0,926
28959,30924,0.34,Ideal,E,VS2,62.6,57.0,4.45,4.47,2.79,745
33534,28955,0.25,Premium,E,VS1,61.5,60.0,4.02,4.04,2.48,435
12738,53135,0.71,Ideal,E,SI2,61.2,57.0,5.75,5.78,3.53,2619
11685,14469,1.02,Ideal,E,SI1,62.2,54.7,6.44,6.47,4.01,5840
2428,8891,1.17,Ideal,I,SI2,62.2,56.0,6.72,6.79,4.2,4488
8935,26669,2.01,Premium,H,SI2,61.6,58.0,8.12,8.02,4.97,16499
39480,16018,1.02,Ideal,G,VS2,62.5,58.0,6.36,6.44,4.0,6410
36869,10068,0.32,Premium,H,SI1,62.3,60.0,4.4,4.36,2.73,591
19705,48673,0.74,Very Good,J,VS2,60.8,58.0,5.79,5.85,3.54,2003
36050,45264,0.54,Ideal,F,VS2,62.3,56.0,5.17,5.2,3.23,1662
11125,6263,1.27,Premium,J,VS2,62.8,58.0,6.96,6.92,4.36,4011
40592,7843,1.09,Premium,J,VS1,59.3,57.0,6.79,6.74,4.01,4303
26112,7796,1.04,Ideal,H,SI2,61.1,56.0,6.6,6.66,4.05,4290
29004,23218,2.26,Premium,H,SI2,61.9,58.0,8.37,8.33,5.17,11226
761,9303,1.03,Very Good,H,SI1,63.5,53.0,6.43,6.46,4.09,4573
41350,29192,0.4,Ideal,E,SI1,62.4,53.0,4.73,4.75,2.96,694
11833,50801,0.71,Premium,E,SI2,61.4,59.0,5.74,5.7,3.51,2306
34173,29799,0.3,Very Good,D,SI1,63.3,55.0,4.31,4.28,2.72,709
29544,5443,0.9,Very Good,E,SI1,63.2,57.0,6.15,6.12,3.88,3830
23734,35271,0.3,Ideal,G,IF,61.4,57.0,4.33,4.37,2.67,895
35476,35709,0.3,Ideal,D,VS2,60.8,57.0,4.38,4.33,2.65,911
22881,5546,1.02,Ideal,J,SI1,62.8,54.0,6.46,6.43,4.05,3856
29885,42801,0.4,Ideal,F,VVS2,61.8,55.0,4.71,4.74,2.92,1351
9091,22776,1.6,Ideal,E,SI2,62.7,53.9,7.43,7.49,4.68,10798
4198,33599,0.37,Ideal,G,VS2,60.8,57.0,4.66,4.61,2.82,833
4479,40124,0.41,Premium,F,VVS2,60.1,58.0,4.79,4.83,2.89,1115
32485,24853,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,13256
31459,35877,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,918
19822,45462,0.55,Ideal,E,SI1,61.7,54.0,5.26,5.27,3.25,1675
21928,36504,0.45,Ideal,F,VS2,62.8,55.0,4.88,4.86,3.06,945
36855,23853,1.36,Very Good,F,VS1,62.7,60.0,7.05,7.02,4.41,11946
17147,52861,0.5,Fair,E,VS2,79.0,73.0,5.21,5.18,4.09,2579
13987,12962,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,5390
12603,10642,0.93,Premium,G,VS2,62.2,59.0,6.21,6.26,3.88,4834
20686,28259,0.33,Premium,G,VS1,61.4,59.0,4.43,4.49,2.74,666
20483,6844,0.71,Ideal,E,VVS2,62.0,57.0,5.7,5.72,3.54,4124
2005,21907,1.71,Very Good,H,VS1,63.5,59.0,7.59,7.52,4.8,9974
23062,24453,2.03,Ideal,J,SI2,62.1,57.0,8.06,8.12,5.02,12716
15316,31233,0.42,Very Good,D,SI1,63.0,55.0,4.76,4.79,3.01,756
9563,53809,0.7,Ideal,H,VS2,61.4,56.0,5.72,5.75,3.52,2733
37328,53387,0.79,Very Good,H,SI1,63.2,59.0,5.87,5.84,3.7,2663
24786,45484,0.53,Ideal,H,VS1,61.7,56.0,5.21,5.23,3.22,1678
24471,46586,0.55,Very Good,G,VS1,62.0,57.0,5.25,5.3,3.27,1786
17490,53501,0.72,Premium,G,VS1,61.7,59.0,5.71,5.66,3.51,2685
35884,18445,1.27,Premium,H,VS2,60.0,61.0,7.03,6.99,4.26,7503
24534,39742,0.43,Ideal,F,VVS2,61.4,56.0,4.87,4.9,3.0,1093
4026,25956,1.53,Ideal,G,VVS2,61.2,57.0,7.4,7.44,4.53,15137
12568,5472,0.93,Very Good,H,SI1,59.3,61.0,6.33,6.39,3.77,3838
23077,32343,0.3,Ideal,G,VVS1,62.2,57.0,4.27,4.31,2.67,789
12554,20009,1.55,Ideal,J,VS1,60.4,57.0,7.52,7.54,4.55,8548
6325,17541,1.01,Ideal,G,VS1,59.1,55.0,6.6,6.53,3.88,7059
720,53885,0.75,Very Good,I,VVS2,62.0,59.0,5.81,5.83,3.61,2749
6393,37644,0.33,Ideal,F,VS1,59.9,56.0,4.54,4.51,2.71,990
22138,41638,0.32,Premium,J,VS2,61.9,59.0,4.38,4.35,2.7,504
16477,47661,0.23,Very Good,E,VVS1,58.6,61.0,4.02,4.04,2.36,530
27321,40361,0.43,Ideal,D,VS2,61.8,56.0,4.83,4.81,2.98,1129
35545,14873,1.2,Premium,F,SI2,62.8,57.0,6.78,6.73,4.24,5988
12797,28387,0.33,Premium,H,VS2,61.4,58.0,4.49,4.44,2.74,668
5805,39664,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,1087
5194,21333,1.53,Premium,G,SI1,58.4,59.0,7.62,7.55,4.43,9476
17470,22622,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,10680
31817,25737,2.32,Premium,J,SI2,62.5,58.0,8.47,8.43,5.28,14666
41337,46681,0.7,Ideal,J,VVS2,62.7,56.0,5.67,5.71,3.57,1790
32295,37305,0.31,Ideal,F,IF,62.0,56.0,4.32,4.36,2.69,979
40523,53134,0.93,Very Good,D,I1,63.4,60.0,6.18,6.15,3.91,2618
33514,47859,0.67,Ideal,G,VS2,61.4,57.0,5.7,5.67,3.49,1910
24025,42270,0.23,Very Good,E,VVS2,63.0,58.0,3.95,3.99,2.5,505
2332,42839,0.41,Ideal,F,VVS1,60.3,56.0,4.85,4.8,2.91,1356
3423,10308,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4763
14284,27111,2.02,Premium,H,SI1,62.1,61.0,8.06,7.99,4.98,17265
38056,37865,0.39,Ideal,F,VS1,62.0,55.0,4.66,4.69,2.9,1003
30486,29072,0.3,Very Good,E,VVS2,62.5,61.0,4.23,4.28,2.66,688
18529,36645,0.43,Good,F,SI1,63.6,53.0,4.83,4.79,3.06,948
15049,24018,1.15,Ideal,E,VVS2,61.5,57.0,6.72,6.75,4.14,12193
15050,53280,0.3,Good,D,SI1,63.1,55.0,4.28,4.31,2.71,552
31503,45932,0.47,Ideal,E,VS1,61.8,53.0,4.99,5.04,3.1,1721
4834,36897,0.33,Ideal,H,IF,60.6,57.0,4.51,4.5,2.73,959
42612,3506,0.76,Ideal,E,SI1,61.2,56.0,5.88,5.91,3.61,3401
26268,22721,1.58,Ideal,H,SI1,61.4,56.0,7.53,7.46,4.6,10738
9578,31799,0.42,Ideal,I,VS1,62.0,55.0,4.83,4.85,3.0,773
19902,13366,0.24,Very Good,F,VS1,62.5,58.0,3.95,3.96,2.47,419
23969,53079,0.59,Ideal,G,IF,62.5,57.0,5.34,5.38,3.35,2611
20627,2021,0.9,Very Good,H,SI2,59.5,63.0,6.31,6.26,3.74,3105
38111,16322,1.08,Premium,G,VS2,60.1,59.0,6.7,6.64,4.01,6532
32995,46225,0.61,Ideal,D,SI1,62.1,55.0,5.42,5.43,3.37,1752
6878,38864,0.4,Ideal,F,VS1,62.7,55.0,4.76,4.74,2.98,1050
3608,26889,2.06,Premium,F,SI2,61.7,59.0,8.21,8.13,5.04,16857
30566,27676,2.19,Ideal,D,SI2,61.8,57.0,8.23,8.49,5.17,18693
34825,6130,1.21,Premium,J,SI2,60.8,58.0,6.93,6.88,4.19,3984
35664,53561,0.71,Premium,G,VVS1,62.7,58.0,5.71,5.67,3.57,2694
12567,27442,2.0,Good,F,SI1,62.8,62.0,8.0,8.03,5.03,18069
38315,9280,1.09,Ideal,J,SI1,61.4,55.0,6.61,6.67,4.08,4565
14370,9365,0.32,Good,D,SI1,63.1,57.0,4.37,4.38,2.76,589
23910,36255,0.41,Premium,E,VS2,61.3,58.0,4.74,4.79,2.92,935
35774,48375,0.7,Very Good,E,SI2,60.2,64.0,5.67,5.7,3.42,1964
15462,11581,1.25,Premium,I,SI2,61.0,60.0,6.98,6.93,4.24,5040
8674,20749,1.36,Ideal,H,SI1,61.5,56.0,7.12,7.16,4.39,8989
19559,41827,0.42,Ideal,G,IF,62.0,57.0,4.8,4.82,2.98,1251
28373,11755,1.01,Very Good,F,SI1,62.7,56.0,6.39,6.36,4.0,5078
30394,12846,1.03,Ideal,F,SI1,62.8,56.0,6.38,6.46,4.03,5356
40416,44936,0.51,Ideal,F,SI1,60.8,57.0,5.15,5.18,3.14,1633
43013,13773,0.93,Very Good,E,VS2,61.4,58.0,6.22,6.29,3.84,5616
15451,9210,1.02,Premium,G,SI2,62.5,58.0,6.43,6.4,4.01,4552
601,44293,0.52,Premium,G,VS2,61.0,60.0,5.19,5.13,3.15,1577
28465,12907,1.01,Ideal,E,SI1,62.9,56.0,6.41,6.38,4.02,5375
2968,22792,1.51,Good,H,VS1,58.2,58.0,7.49,7.56,4.38,10819
8214,9339,0.94,Premium,E,SI1,62.4,56.0,6.27,6.24,3.9,4580
37616,48863,0.7,Good,I,SI1,63.8,57.0,5.63,5.66,3.6,2034
39167,26910,1.52,Ideal,E,VS1,62.4,54.0,7.32,7.39,4.59,16916
7072,26743,2.44,Very Good,J,VS2,60.1,59.0,8.75,8.83,5.28,16533
2859,53896,0.83,Ideal,G,SI2,62.4,54.0,6.01,6.08,3.77,2751
1916,25648,2.51,Premium,H,SI2,59.3,61.0,8.81,8.77,5.21,14543
16793,5973,0.76,Good,D,VS1,63.7,56.0,5.81,5.77,3.69,3950
16257,8992,1.22,Premium,J,SI2,62.1,59.0,6.82,6.77,4.22,4509
39267,138,0.76,Ideal,H,SI1,61.2,57.0,5.88,5.91,3.61,2765
3827,50484,0.7,Good,I,VS2,63.9,65.0,5.6,5.56,3.56,2268
41986,36258,0.46,Ideal,E,SI2,61.3,55.0,4.98,5.0,3.06,935
36562,24941,1.7,Ideal,G,VS1,62.5,57.0,7.61,7.57,4.74,13398
29182,4429,0.91,Very Good,G,SI2,62.9,54.0,6.14,6.22,3.89,3615
22774,42731,0.52,Very Good,E,SI1,61.1,62.0,5.16,5.18,3.16,1343
6508,4974,1.15,Premium,H,SI2,59.6,59.0,6.82,6.78,4.05,3735
15569,3062,0.62,Ideal,G,IF,61.8,56.0,5.45,5.48,3.38,3310
39475,44363,0.55,Premium,D,SI1,62.7,59.0,5.22,5.25,3.28,1580
16090,17035,1.35,Premium,F,SI2,62.8,60.0,7.08,7.0,4.42,6804
37958,27197,2.33,Ideal,I,VS2,62.0,57.0,8.52,8.45,5.26,17504
31784,28760,0.31,Ideal,E,VS2,60.9,57.0,4.34,4.36,2.65,680
23994,17694,1.21,Ideal,I,VVS2,62.2,55.0,6.79,6.83,4.23,7134
2790,52504,0.72,Ideal,E,SI2,61.4,55.0,5.78,5.8,3.56,2526
6309,36465,0.31,Ideal,D,VS2,62.7,57.0,4.34,4.3,2.71,942
32187,49493,0.7,Very Good,G,SI2,63.2,57.0,5.7,5.66,3.59,2117
27507,48574,0.53,Ideal,G,VVS2,61.7,54.5,5.2,5.26,3.23,1993
617,41284,0.53,Premium,I,VS2,58.5,60.0,5.37,5.33,3.13,1209
15684,31539,0.3,Ideal,E,VVS2,61.5,58.0,4.29,4.3,2.64,766
16605,19004,1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,7824
23209,15040,0.3,Premium,G,VS1,61.9,59.0,4.3,4.32,2.67,605
25193,18630,1.11,Ideal,D,VS2,62.0,57.0,6.62,6.67,4.12,7602
40678,24489,1.52,Ideal,H,VVS2,62.8,56.0,7.32,7.3,4.59,12764
35141,40216,0.5,Very Good,D,SI2,58.9,60.0,5.2,5.23,3.07,1123
35061,12118,1.09,Good,F,SI2,60.8,61.4,6.59,6.64,4.02,5167
22768,17691,2.27,Fair,G,I1,68.6,56.0,7.99,7.94,5.47,7131
36486,5930,1.28,Premium,I,SI1,59.4,61.0,7.11,7.04,4.2,3942
41490,30907,0.37,Ideal,G,SI1,61.8,55.0,4.62,4.64,2.86,745
18206,6547,1.01,Good,H,SI2,63.7,55.0,6.37,6.32,4.04,4072
41260,29257,0.43,Ideal,F,SI2,61.6,55.0,4.87,4.9,3.01,698
5474,34978,0.35,Ideal,I,SI1,61.3,54.0,4.51,4.56,2.78,472
33255,25605,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,14474
7888,51968,0.26,Ideal,H,IF,62.1,55.0,4.09,4.13,2.55,545
31274,19476,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,8114
2152,38242,0.41,Ideal,D,VS1,62.3,56.0,4.71,4.79,2.96,1018
31660,37905,0.41,Ideal,D,VS2,61.9,56.0,4.77,4.8,2.96,1007
15987,35177,0.31,Ideal,G,IF,61.8,55.0,4.35,4.39,2.7,891
35727,26081,2.0,Premium,H,SI2,60.7,60.0,8.07,8.11,4.91,15312
22478,11992,1.14,Ideal,H,SI1,61.6,57.0,6.68,6.73,4.13,5146
40489,7629,0.94,Premium,H,VS2,62.5,58.0,6.26,6.18,3.89,4264
37698,36876,0.39,Premium,D,VS2,61.4,60.0,4.7,4.72,2.89,958
5268,623,0.71,Premium,F,VS2,59.3,56.0,5.88,5.82,3.47,2840
20399,24459,1.13,Premium,F,IF,59.8,60.0,6.82,6.76,4.06,12722
31093,17920,1.31,Good,I,VS2,62.5,56.0,7.03,6.98,4.38,7236
24378,18116,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,7333
33696,37266,0.34,Ideal,D,SI2,61.4,56.0,4.5,4.55,2.78,481
6741,19599,1.57,Ideal,J,SI1,62.4,57.0,7.51,7.4,4.65,8221
36615,13331,1.22,Ideal,H,SI2,61.0,57.0,6.88,6.93,4.2,5502
25856,22354,0.31,Ideal,H,VS2,62.2,55.0,4.39,4.35,2.72,628
26492,46408,0.52,Ideal,H,VVS1,62.1,53.8,5.17,5.19,3.21,1767
32716,51442,0.7,Premium,H,VS1,61.8,62.0,5.69,5.63,3.5,2375
34824,40187,0.52,Very Good,E,SI2,62.9,56.0,5.12,5.15,3.23,1120
2721,31833,0.34,Ideal,G,VVS2,61.9,57.0,4.44,4.48,2.76,775
28235,6472,1.03,Ideal,J,SI2,62.4,56.0,6.44,6.48,4.03,4054
3421,10612,1.04,Good,F,SI1,63.1,57.0,6.36,6.41,4.03,4828
43005,53640,0.73,Very Good,F,SI1,59.4,60.0,5.84,5.87,3.48,2703
5449,33059,0.3,Ideal,F,VVS1,62.2,56.0,4.28,4.3,2.67,814
20265,39490,0.41,Premium,E,VS1,62.3,59.0,4.74,4.76,2.96,1079
12444,14324,1.11,Premium,E,SI1,61.3,58.0,6.61,6.66,4.07,5802
38775,43527,0.62,Very Good,E,SI2,63.4,56.0,5.4,5.45,3.44,1426
2862,19824,1.31,Ideal,H,VS1,62.4,56.0,7.0,6.98,4.36,8392
22610,31028,0.31,Ideal,F,VS2,62.2,56.0,4.39,4.36,2.72,749
1649,19706,0.32,Premium,E,SI1,62.0,60.0,4.43,4.38,2.73,624
7502,15647,1.0,Premium,E,VS2,59.9,59.0,6.45,6.38,3.84,6272
9530,12660,1.02,Very Good,F,SI1,62.8,55.0,6.4,6.43,4.03,5301
36194,46511,0.62,Ideal,E,SI1,62.4,53.0,5.47,5.5,3.42,1779
13531,36470,0.43,Good,F,VS1,63.4,57.0,4.76,4.8,3.03,943
7318,10764,1.01,Very Good,E,SI1,63.1,55.0,6.41,6.34,4.02,4853
13225,49341,0.71,Good,H,SI1,63.5,57.0,5.63,5.67,3.59,2096
20084,39114,0.41,Premium,G,VS2,59.8,61.0,4.82,4.78,2.87,1061
21098,15565,1.06,Ideal,G,VS2,61.8,57.0,6.56,6.52,4.04,6240
39164,27103,2.1,Ideal,I,SI1,60.8,60.0,8.24,8.35,5.04,17250
30872,34033,0.4,Very Good,D,VS2,63.5,57.0,4.62,4.67,2.95,850
20564,154,0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770
14954,40885,0.57,Premium,F,SI2,61.7,59.0,5.34,5.31,3.29,1176
8048,50911,0.56,Ideal,F,VVS2,61.9,56.0,5.32,5.28,3.28,2318
29981,3339,0.7,Premium,E,VVS2,60.6,60.0,5.74,5.72,3.47,3377
10078,49954,0.3,Very Good,H,SI1,63.4,58.0,4.29,4.26,2.71,540
38875,40992,0.42,Premium,E,VS1,62.2,59.0,4.79,4.76,2.97,1181
21897,8203,0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,4368
327,10512,1.03,Ideal,H,SI1,62.4,56.0,6.45,6.5,4.04,4800
16615,44954,0.51,Ideal,E,VS1,62.7,56.0,5.1,5.14,3.21,1636
7332,50834,0.7,Very Good,G,SI1,61.7,56.0,5.66,5.75,3.52,2310
14052,43344,0.51,Good,F,SI1,64.2,59.0,5.04,5.02,3.23,1406
31062,41349,0.5,Good,E,SI1,64.0,56.0,5.03,4.9,3.18,1217
17865,52943,0.7,Very Good,F,VS2,63.3,56.0,5.62,5.66,3.57,2593
38031,30009,0.35,Very Good,E,VS2,61.9,61.0,4.5,4.54,2.8,716
1186,41734,0.41,Premium,E,VVS2,61.8,59.0,4.78,4.74,2.94,1243
36989,45865,0.32,Fair,F,VS2,59.6,60.0,4.42,4.34,2.61,1715
15147,19407,1.25,Premium,G,VS2,61.9,58.0,6.91,6.85,4.26,8064
16856,29026,0.31,Ideal,H,VVS1,61.6,55.0,4.37,4.4,2.7,687
41335,29125,0.4,Ideal,D,SI1,60.6,57.0,4.75,4.82,2.9,690
10920,40859,0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174
41983,40752,0.4,Premium,F,VVS2,60.8,59.0,4.76,4.72,2.88,1163
5372,36515,0.3,Premium,F,VVS2,61.1,59.0,4.32,4.29,2.63,945
8267,29686,0.4,Very Good,F,SI1,61.5,60.0,4.77,4.7,2.91,707
8196,8439,0.9,Good,H,VS1,62.4,55.0,6.09,6.16,3.82,4409
8681,2310,0.92,Premium,H,SI1,60.7,59.0,6.34,6.25,3.82,3165
9300,6603,1.0,Good,F,SI2,62.7,57.0,6.29,6.34,3.96,4081
7228,28824,0.41,Premium,H,SI1,61.7,60.0,4.71,4.75,2.92,683
12060,15265,1.2,Premium,H,SI1,61.0,58.0,6.92,6.84,4.2,6129
2209,8842,0.9,Ideal,G,VS1,61.4,57.0,6.18,6.32,3.84,4479
29471,28006,0.3,Ideal,E,VS2,61.0,56.0,4.33,4.36,2.65,658
39358,39332,0.34,Ideal,F,VVS2,59.1,57.0,4.66,4.61,2.74,1071
39173,48933,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2043
28387,32782,0.32,Ideal,D,VVS2,61.2,56.0,4.39,4.43,2.7,803
11030,49663,0.6,Ideal,E,VS2,60.6,56.0,5.47,5.52,3.33,2141
24152,19636,1.17,Premium,F,VS2,60.2,58.0,6.88,6.85,4.13,8256
5937,37555,0.31,Ideal,G,IF,61.0,56.0,4.38,4.37,2.67,988
29013,30496,0.31,Ideal,D,SI1,60.8,56.0,4.37,4.32,2.64,732
40538,7446,0.92,Ideal,F,SI1,62.8,56.0,6.14,6.18,3.87,4232
17645,51761,0.53,Ideal,D,VVS2,62.2,56.0,5.19,5.23,3.24,2407
7405,38517,0.53,Good,I,SI1,61.3,62.0,5.14,5.17,3.16,1033
2359,52502,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2525
9791,34211,0.33,Ideal,D,VS2,62.3,54.0,4.46,4.43,2.77,855
30037,46024,0.57,Ideal,E,VS2,60.4,57.0,5.36,5.4,3.25,1728
16860,38250,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,379
10950,25897,1.51,Premium,E,VS2,60.1,58.0,7.57,7.51,4.53,15025
11769,20129,1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,8592
37795,14334,0.92,Ideal,F,VS2,61.2,56.0,6.25,6.3,3.84,5805
7536,4562,0.91,Premium,E,SI2,61.0,58.0,6.31,6.27,3.84,3644
30478,22185,1.22,Ideal,G,VVS2,62.3,56.0,6.84,6.81,4.25,10221
259,18865,1.51,Very Good,E,SI2,63.3,58.0,7.19,7.16,4.54,7737
10911,51358,1.01,Premium,G,I1,61.7,62.0,6.41,6.35,3.93,2364
26388,51870,0.71,Ideal,F,SI1,61.4,55.0,5.75,5.82,3.55,2427
14346,32617,0.3,Ideal,H,VS2,62.1,55.0,4.3,4.33,2.68,457
34074,51886,0.7,Ideal,H,VS2,62.4,58.0,5.67,5.71,3.55,2429
26066,31795,0.42,Ideal,F,SI1,60.9,55.0,4.84,4.88,2.96,773
36134,18255,1.07,Very Good,D,VS2,62.4,57.0,6.51,6.59,4.09,7415
25320,51205,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2351
16769,2060,0.32,Very Good,E,VS2,60.5,58.0,4.4,4.42,2.67,561
30072,30472,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,732
721,9036,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,587
3537,35875,0.4,Ideal,E,VS1,60.4,57.0,4.76,4.81,2.89,918
3147,47670,0.51,Ideal,D,VS2,61.5,57.0,5.14,5.11,3.15,1882
33518,45393,0.54,Premium,F,VS2,58.9,59.0,5.37,5.32,3.15,1667
20797,40575,0.52,Ideal,I,VS2,62.3,54.0,5.17,5.2,3.23,1152
20404,20729,0.31,Good,G,VS1,63.2,56.0,4.29,4.32,2.72,625
31938,47326,0.23,Very Good,D,VVS2,61.9,58.0,3.91,3.94,2.43,530
43100,11016,1.14,Ideal,H,SI1,62.2,57.0,6.73,6.67,4.17,4916
16719,25617,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,14483
22720,3699,0.9,Good,E,SI1,63.8,56.0,6.17,6.09,3.91,3449
10122,27989,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,658
26611,39888,0.42,Premium,F,VS1,61.2,58.0,4.86,4.82,2.96,1103
2701,50598,0.61,Ideal,F,VS1,61.8,57.0,5.43,5.47,3.37,2283
6681,6454,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,4050
28240,17976,1.1,Very Good,F,VS2,62.7,58.5,6.5,6.59,4.1,7272
32282,32544,0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59,799
21114,46613,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1787
3361,48093,0.62,Premium,G,VS1,59.8,58.0,5.55,5.58,3.33,1933
12624,48270,0.53,Ideal,D,VS2,60.6,57.0,5.28,5.24,3.19,1956
16931,5453,0.74,Ideal,G,VVS2,60.7,56.0,5.9,5.88,3.58,3831
23770,30066,0.4,Good,H,SI2,63.8,57.0,4.7,4.67,2.99,720
16354,17751,1.31,Good,G,SI1,63.4,56.5,6.87,6.97,4.4,7147
25824,48052,0.61,Ideal,D,SI1,62.0,55.0,5.44,5.47,3.38,1927
8081,28587,0.3,Ideal,G,VS2,62.5,53.0,4.3,4.27,2.68,675
33115,31891,0.3,Ideal,G,VS1,61.9,56.0,4.34,4.29,2.67,776
31626,9255,1.16,Ideal,I,SI2,62.6,56.0,6.73,6.68,4.2,4560
27999,27825,0.34,Premium,D,SI2,60.8,60.0,4.53,4.49,2.74,650
15325,32595,0.3,Ideal,F,VVS1,61.2,55.0,4.33,4.36,2.66,802
34509,37528,0.31,Ideal,E,IF,60.9,55.0,4.39,4.41,2.68,987
22960,43460,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1417
10811,40687,0.5,Fair,F,SI2,61.1,67.0,5.07,5.04,3.09,1156
4588,16516,1.0,Premium,E,VS2,60.0,60.0,6.43,6.43,3.89,6600
36161,2881,1.18,Very Good,E,I1,59.9,63.0,6.85,6.8,4.09,3278
18286,42756,0.52,Premium,D,SI1,59.7,60.0,5.26,5.19,3.12,1344
40430,6610,0.74,Ideal,E,VVS2,62.2,57.0,5.78,5.83,3.61,4082
37715,21133,1.34,Premium,G,VS2,60.7,59.0,7.07,7.04,4.28,9293
4941,52957,0.24,Very Good,F,VVS1,61.8,59.0,3.93,4.0,2.45,552
3671,10343,1.11,Very Good,E,SI2,62.0,58.0,6.61,6.68,4.12,4769
37647,22418,1.11,Ideal,D,VS2,61.2,57.0,6.69,6.71,4.1,10443
26601,20455,1.01,Very Good,E,VVS2,63.4,57.0,6.45,6.33,4.05,8797
11765,42211,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1289
39104,22031,0.34,Very Good,H,SI1,63.3,56.0,4.46,4.45,2.82,628
33299,6372,0.32,Ideal,E,SI2,62.7,55.0,4.42,4.39,2.76,576
27618,24440,1.72,Premium,H,SI1,62.4,62.0,7.63,7.52,4.73,12696
27089,371,0.58,Ideal,E,VVS2,60.9,56.0,5.41,5.43,3.3,2808
4685,11187,1.0,Ideal,G,SI1,62.0,57.0,6.39,6.32,3.94,4956
38354,45833,0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,1713
36436,52066,0.79,Ideal,G,SI2,60.8,57.0,5.99,5.96,3.63,2453
6505,42665,0.56,Ideal,F,SI1,61.5,55.0,5.3,5.34,3.27,1334
24915,50091,0.57,Ideal,G,VVS2,60.7,55.0,5.36,5.34,3.25,2206
19580,36406,0.31,Premium,E,VS1,61.7,58.0,4.36,4.3,2.67,942
41181,32196,0.35,Ideal,E,SI1,61.0,57.0,4.57,4.54,2.78,788
14510,20250,1.51,Fair,G,SI1,65.0,59.0,6.99,7.07,4.57,8681
32522,51094,0.7,Good,I,VVS2,59.7,59.0,5.73,5.77,3.43,2335
10932,25786,2.02,Ideal,J,VS2,61.8,57.0,8.11,8.14,5.02,14766
18403,41911,0.49,Premium,F,VS2,59.2,57.0,5.21,5.16,3.07,1261
33207,10416,1.0,Very Good,E,SI2,62.9,60.0,6.3,6.35,3.98,4781
19633,52103,0.7,Good,E,SI1,61.7,59.0,5.62,5.66,3.48,2459
20336,16300,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,6522
42172,21969,1.5,Premium,H,SI1,59.0,62.0,7.39,7.31,4.56,10038
35096,41886,0.5,Ideal,E,SI1,62.4,56.0,5.03,5.07,3.15,1259
41161,34375,0.41,Ideal,F,VS2,62.1,56.0,4.74,4.79,2.96,863
35791,24326,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,12584
18336,7968,0.7,Ideal,D,VS1,61.4,57.0,5.71,5.76,3.52,4323
28705,51006,0.7,Ideal,H,SI2,61.6,56.0,5.77,5.72,3.53,2326
14378,1471,0.71,Very Good,G,VS1,60.8,63.0,5.76,5.68,3.48,2982
8373,48888,0.71,Very Good,G,SI1,58.2,57.0,5.89,5.93,3.44,2039
4690,16392,1.39,Ideal,I,SI2,61.6,55.0,7.14,7.18,4.41,6544
38998,53140,0.71,Ideal,H,VS2,62.2,56.0,5.68,5.74,3.55,2622
37856,52515,0.74,Premium,E,SI2,61.3,59.0,5.83,5.78,3.56,2527
31559,7902,1.0,Ideal,H,SI2,61.4,56.0,6.46,6.41,3.95,4312
13434,37143,0.32,Ideal,E,VS1,61.9,56.0,4.41,4.38,2.72,972
38985,29796,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,709
